0,-7.760781e+00
5.384615e+00,-7.759207e+00
1.076923e+01,-7.737627e+00
1.615385e+01,-7.647917e+00
2.153846e+01,-7.417649e+00
2.692308e+01,-6.963061e+00
3.230769e+01,-6.215251e+00
3.769231e+01,-5.161125e+00
4.307692e+01,-3.870529e+00
4.846154e+01,-2.474515e+00
5.384615e+01,-1.111768e+00
5.923077e+01,1.109080e-01
6.461538e+01,1.129596e+00
70,1.918978e+00
7.538462e+01,2.485743e+00
8.076923e+01,2.863956e+00
8.615385e+01,3.110392e+00
9.153846e+01,3.294772e+00
9.692308e+01,3.481230e+00
1.023077e+02,3.705981e+00
1.076923e+02,3.965522e+00
1.130769e+02,4.224748e+00
1.184615e+02,4.437311e+00
1.238462e+02,4.563550e+00
1.292308e+02,4.579470e+00
1.346154e+02,4.478981e+00
140,4.273271e+00
1.453846e+02,3.989010e+00
1.507692e+02,3.664817e+00
1.561538e+02,3.344558e+00
1.615385e+02,3.067381e+00
1.669231e+02,2.857492e+00
1.723077e+02,2.718802e+00
1.776923e+02,2.637474e+00
1.830769e+02,2.590271e+00
1.884615e+02,2.553733e+00
1.938462e+02,2.510397e+00
1.992308e+02,2.450976e+00
2.046154e+02,2.372941e+00
2.100000e+02,2.276785e+00
2.153846e+02,2.161802e+00
2.207692e+02,2.023727e+00
2.261538e+02,1.855983e+00
2.315385e+02,1.654755e+00
2.369231e+02,1.426438e+00
2.423077e+02,1.194693e+00
2.476923e+02,1.002954e+00
2.530769e+02,9.067715e-01
2.584615e+02,9.533889e-01
2.638462e+02,1.157457e+00
2.692308e+02,1.491680e+00
2.746154e+02,1.900312e+00
280,2.321873e+00
2.853846e+02,2.704242e+00
2.907692e+02,3.008590e+00
2.961538e+02,3.207811e+00
3.015385e+02,3.285035e+00
3.069231e+02,3.234319e+00
3.123077e+02,3.062874e+00
3.176923e+02,2.792805e+00
3.230769e+02,2.459866e+00
3.284615e+02,2.107273e+00
3.338462e+02,1.775287e+00
3.392308e+02,1.491570e+00
3.446154e+02,1.268743e+00
350,1.110215e+00
3.553846e+02,1.017869e+00
3.607692e+02,9.938305e-01
3.661538e+02,1.034628e+00
3.715385e+02,1.123355e+00
3.769231e+02,1.227672e+00
3.823077e+02,1.306472e+00
3.876923e+02,1.321206e+00
3.930769e+02,1.245709e+00
3.984615e+02,1.070915e+00
4.038462e+02,8.037260e-01
4.092308e+02,4.609073e-01
