0,3.385873e+01
5.384615e+00,3.505034e+01
1.076923e+01,3.746789e+01
1.615385e+01,3.990309e+01
2.153846e+01,4.204372e+01
2.692308e+01,4.387389e+01
3.230769e+01,4.543174e+01
3.769231e+01,4.676051e+01
4.307692e+01,4.789984e+01
4.846154e+01,4.888234e+01
5.384615e+01,4.973039e+01
5.923077e+01,5.045414e+01
6.461538e+01,5.105229e+01
70,5.151570e+01
7.538462e+01,5.183225e+01
8.076923e+01,5.199110e+01
8.615385e+01,5.198505e+01
9.153846e+01,5.181132e+01
9.692308e+01,5.147122e+01
1.023077e+02,5.096988e+01
1.076923e+02,5.031677e+01
1.130769e+02,4.952702e+01
1.184615e+02,4.862266e+01
1.238462e+02,4.763122e+01
1.292308e+02,4.657988e+01
1.346154e+02,4.548530e+01
140,4.434521e+01
1.453846e+02,4.313961e+01
1.507692e+02,4.184527e+01
1.561538e+02,4.046033e+01
1.615385e+02,3.903282e+01
1.669231e+02,3.767973e+01
1.723077e+02,3.656251e+01
1.776923e+02,3.579097e+01
1.830769e+02,3.533081e+01
1.884615e+02,3.503785e+01
1.938462e+02,3.476834e+01
1.992308e+02,3.443956e+01
2.046154e+02,3.402993e+01
2.100000e+02,3.355993e+01
2.153846e+02,3.307484e+01
2.207692e+02,3.263000e+01
2.261538e+02,3.227493e+01
2.315385e+02,3.203677e+01
2.369231e+02,3.191016e+01
2.423077e+02,3.186088e+01
2.476923e+02,3.184100e+01
2.530769e+02,3.180536e+01
2.584615e+02,3.172156e+01
2.638462e+02,3.157253e+01
2.692308e+02,3.135456e+01
2.746154e+02,3.107334e+01
280,3.073962e+01
2.853846e+02,3.036504e+01
2.907692e+02,2.995847e+01
2.961538e+02,2.952405e+01
3.015385e+02,2.906187e+01
3.069231e+02,2.857205e+01
3.123077e+02,2.806102e+01
3.176923e+02,2.754730e+01
3.230769e+02,2.706278e+01
3.284615e+02,2.664594e+01
3.338462e+02,2.632738e+01
3.392308e+02,2.611505e+01
3.446154e+02,2.598959e+01
350,2.591320e+01
3.553846e+02,2.584399e+01
3.607692e+02,2.574697e+01
3.661538e+02,2.559861e+01
3.715385e+02,2.538736e+01
3.769231e+02,2.511290e+01
3.823077e+02,2.478621e+01
3.876923e+02,2.443071e+01
3.930769e+02,2.408377e+01
3.984615e+02,2.379551e+01
4.038462e+02,2.361995e+01
4.092308e+02,2.359596e+01
4.146154e+02,2.372604e+01
4.200000e+02,2.396996e+01
4.253846e+02,2.426034e+01
4.307692e+02,2.452772e+01
4.361538e+02,2.471927e+01
4.415385e+02,2.480679e+01
4.469231e+02,2.478763e+01
4.523077e+02,2.468184e+01
4.576923e+02,2.452567e+01
4.630769e+02,2.435985e+01
4.684615e+02,2.421409e+01
4.738462e+02,2.409556e+01
4.792308e+02,2.398996e+01
4.846154e+02,2.387562e+01
4.900000e+02,2.374168e+01
4.953846e+02,2.360082e+01
5.007692e+02,2.349105e+01
5.061538e+02,2.346375e+01
5.115385e+02,2.355962e+01
5.169231e+02,2.378506e+01
5.223077e+02,2.410601e+01
5.276923e+02,2.446327e+01
5.330769e+02,2.479462e+01
5.384615e+02,2.504979e+01
5.438462e+02,2.519568e+01
5.492308e+02,2.521589e+01
5.546154e+02,2.510852e+01
560,2.488397e+01
5.653846e+02,2.456297e+01
5.707692e+02,2.417515e+01
5.761538e+02,2.375838e+01
5.815385e+02,2.335874e+01
5.869231e+02,2.302937e+01
5.923077e+02,2.282349e+01
5.976923e+02,2.277896e+01
6.030769e+02,2.290044e+01
6.084615e+02,2.315383e+01
6.138462e+02,2.347943e+01
6.192308e+02,2.381287e+01
6.246154e+02,2.410001e+01
630,2.430173e+01
6.353846e+02,2.439263e+01
6.407692e+02,2.435826e+01
6.461538e+02,2.419336e+01
6.515385e+02,2.390143e+01
6.569231e+02,2.349569e+01
6.623077e+02,2.300090e+01
6.676923e+02,2.245593e+01
6.730769e+02,2.191590e+01
6.784615e+02,2.145015e+01
6.838462e+02,2.112965e+01
6.892308e+02,2.100141e+01
6.946154e+02,2.106400e+01
700,2.126695e+01
7.053846e+02,2.153689e+01
7.107692e+02,2.180786e+01
7.161538e+02,2.203712e+01
7.215385e+02,2.220600e+01
7.269231e+02,2.231336e+01
7.323077e+02,2.236831e+01
7.376923e+02,2.238544e+01
7.430769e+02,2.238368e+01
7.484615e+02,2.238680e+01
7.538462e+02,2.242219e+01
7.592308e+02,2.251472e+01
7.646154e+02,2.267650e+01
7.700000e+02,2.289833e+01
7.753846e+02,2.314942e+01
7.807692e+02,2.338625e+01
7.861538e+02,2.356458e+01
7.915385e+02,2.364878e+01
